run_name,experiment,system_key,seed,split_dir,split,n,exact_match,micro_f1,macro_f1,ci_low,ci_high,confirmatory_min_support,confirmatory_labels,exploratory_labels
recon_full_comp_preserve_final_seed3407,unknown,recon_full_comp_preserve_final,3407,experiments/recon_full_comp_preserve,eval_real,689,0.95355587808418,0.8901098901098901,0.7005437570534523,0.8281489361702129,0.9386367588245522,20,2,17
recon_full_comp_preserve_final_seed3407,unknown,recon_full_comp_preserve_final,3407,experiments/recon_full_comp_preserve,test_real,687,0.9359534206695779,0.8043478260869564,0.5010278370839366,0.7336702127659576,0.8691356363458433,20,2,15
recon_full_comp_preserve_final_seed3407,unknown,recon_full_comp_preserve_final,3407,experiments/recon_full_comp_preserve,eval_coverage,370,0.8243243243243243,0.9026063100137174,0.8790062125975439,0.8751644736842106,0.9284253667621001,10,35,2
recon_full_comp_preserve_final_seed3407,unknown,recon_full_comp_preserve_final,3407,experiments/recon_full_comp_preserve,test_coverage,370,0.827027027027027,0.9320652173913044,0.9313660166638282,0.9075968890554722,0.9514034241620449,10,34,2
recon_full_comp_preserve_final_seed3407,unknown,recon_full_comp_preserve_final,3407,experiments/recon_full_comp_preserve,holdout_generalization,591,0.05583756345177665,0.07166123778501629,0.0367338543809132,0.0476859783827231,0.09606758850061506,10,4,7
recon_full_comp_nonword_only_seed3407,unknown,recon_full_comp_nonword_only,3407,experiments/recon_full_comp_nonword_only,eval_real,689,0.9361393323657474,0.7868852459016393,0.3837446878064727,0.7113141025641025,0.8539577020592418,20,2,21
recon_full_comp_nonword_only_seed3407,unknown,recon_full_comp_nonword_only,3407,experiments/recon_full_comp_nonword_only,test_real,687,0.9344978165938864,0.7717391304347825,0.43957130194593275,0.6840673575129533,0.8453346568349402,20,2,17
recon_full_comp_nonword_only_seed3407,unknown,recon_full_comp_nonword_only,3407,experiments/recon_full_comp_nonword_only,eval_coverage,370,0.8594594594594595,0.9167803547066847,0.9185198274734776,0.8881253664665644,0.9397433569896023,10,36,0
recon_full_comp_nonword_only_seed3407,unknown,recon_full_comp_nonword_only,3407,experiments/recon_full_comp_nonword_only,test_coverage,370,0.845945945945946,0.9063772048846674,0.8834469877715593,0.8760840891390096,0.9304615090003829,10,36,1
recon_full_comp_nonword_only_seed3407,unknown,recon_full_comp_nonword_only,3407,experiments/recon_full_comp_nonword_only,holdout_generalization,591,0.0,0.0,0.0,0.0,0.0,10,4,5
